# partB17b_calibration_filtered.py; one row per condition × estimator × replicate; git=106bd33
condition,estimator,replicate,sts_level_pre,sts_did,pred_did,res_did,res_p,res_ci_lo,res_ci_hi,sym_did,anti_did
(iii) Δa and Δc = +0.02,W60,23,1.188623,-0.096342,-0.097641,0.001299,0.1912,-0.000505,0.003272,0.000924,0.007472
(iii) Δa and Δc = +0.02,global (run-level prediction),23,1.323802,-0.105209,0.000000,-0.105209,0.0001,-0.110692,-0.098307,nan,nan
(iii) Δa and Δc = +0.02,global (period-level prediction),23,1.323802,-0.105209,-0.107119,0.001910,0.3145,-0.001663,0.005182,nan,nan
(iii) Δa and Δc = +0.02,W60,24,1.187415,-0.095284,-0.097971,0.002687,0.0896,-0.000085,0.005439,0.000578,0.005238
(iii) Δa and Δc = +0.02,global (run-level prediction),24,1.326079,-0.107654,0.000000,-0.107654,0.0001,-0.115932,-0.100711,nan,nan
(iii) Δa and Δc = +0.02,global (period-level prediction),24,1.326079,-0.107654,-0.110038,0.002384,0.2805,-0.002065,0.006154,nan,nan
(iii) Δa and Δc = +0.02,W60,25,1.190909,-0.095018,-0.099716,0.004698,0.0004,0.003095,0.006230,0.001004,0.004719
(iii) Δa and Δc = +0.02,global (run-level prediction),25,1.330130,-0.111222,0.000000,-0.111222,0.0001,-0.115361,-0.107051,nan,nan
(iii) Δa and Δc = +0.02,global (period-level prediction),25,1.330130,-0.111222,-0.114623,0.003401,0.1317,-0.000591,0.007153,nan,nan
(iii) Δa and Δc = +0.02,W60,26,1.183451,-0.090400,-0.095334,0.004933,0.0005,0.003220,0.006757,0.000503,0.004932
(iii) Δa and Δc = +0.02,global (run-level prediction),26,1.321068,-0.101834,0.000000,-0.101834,0.0001,-0.109430,-0.095264,nan,nan
(iii) Δa and Δc = +0.02,global (period-level prediction),26,1.321068,-0.101834,-0.107434,0.005601,0.0109,0.002158,0.008916,nan,nan
(iii) Δa and Δc = +0.02,W60,27,1.189375,-0.098404,-0.099813,0.001409,0.3049,-0.000913,0.004126,0.000710,0.006659
(iii) Δa and Δc = +0.02,global (run-level prediction),27,1.324821,-0.105375,0.000000,-0.105375,0.0001,-0.110376,-0.100306,nan,nan
(iii) Δa and Δc = +0.02,global (period-level prediction),27,1.324821,-0.105375,-0.109301,0.003926,0.0059,0.001676,0.006074,nan,nan
(iii) Δa and Δc = +0.02,W60,28,1.191262,-0.099925,-0.102498,0.002573,0.0966,-0.000238,0.005112,0.001030,0.006882
(iii) Δa and Δc = +0.02,global (run-level prediction),28,1.327021,-0.107595,0.000000,-0.107595,0.0001,-0.112337,-0.102833,nan,nan
(iii) Δa and Δc = +0.02,global (period-level prediction),28,1.327021,-0.107595,-0.111902,0.004306,0.0042,0.001802,0.006845,nan,nan
(iii) Δa and Δc = +0.02,W60,29,1.189102,-0.091722,-0.095120,0.003399,0.0255,0.000887,0.005773,0.000972,0.005880
(iii) Δa and Δc = +0.02,global (run-level prediction),29,1.326419,-0.105070,-0.000000,-0.105070,0.0001,-0.110428,-0.099939,nan,nan
(iii) Δa and Δc = +0.02,global (period-level prediction),29,1.326419,-0.105070,-0.107785,0.002715,0.1688,-0.000831,0.005960,nan,nan
(iii) Δa and Δc = +0.02,W60,30,1.184779,-0.095543,-0.098753,0.003210,0.0154,0.001110,0.005389,0.000889,0.005621
(iii) Δa and Δc = +0.02,global (run-level prediction),30,1.324841,-0.108760,0.000000,-0.108760,0.0001,-0.113838,-0.102268,nan,nan
(iii) Δa and Δc = +0.02,global (period-level prediction),30,1.324841,-0.108760,-0.110142,0.001382,0.5654,-0.002441,0.006103,nan,nan
(iii) Δa and Δc = +0.02,W60,31,1.190522,-0.095450,-0.095881,0.000431,0.7457,-0.001811,0.002818,0.000678,0.006731
(iii) Δa and Δc = +0.02,global (run-level prediction),31,1.325604,-0.102687,-0.000000,-0.102687,0.0001,-0.107615,-0.097733,nan,nan
(iii) Δa and Δc = +0.02,global (period-level prediction),31,1.325604,-0.102687,-0.106024,0.003337,0.1167,-0.000344,0.007018,nan,nan
(iii) Δa and Δc = +0.02,W60,32,1.185062,-0.097994,-0.098766,0.000772,0.4222,-0.001011,0.002462,0.000913,0.006710
(iii) Δa and Δc = +0.02,global (run-level prediction),32,1.323291,-0.106155,-0.000000,-0.106155,0.0001,-0.113788,-0.098664,nan,nan
(iii) Δa and Δc = +0.02,global (period-level prediction),32,1.323291,-0.106155,-0.109081,0.002926,0.1816,-0.001054,0.006708,nan,nan
(iii) Δa and Δc = +0.02,W60,33,1.188836,-0.093545,-0.095788,0.002243,0.0963,0.000016,0.004806,0.000490,0.006871
(iii) Δa and Δc = +0.02,global (run-level prediction),33,1.326984,-0.104242,0.000000,-0.104242,0.0001,-0.108616,-0.099604,nan,nan
(iii) Δa and Δc = +0.02,global (period-level prediction),33,1.326984,-0.104242,-0.108314,0.004072,0.0308,0.001137,0.007130,nan,nan
(iii) Δa and Δc = +0.02,W60,34,1.187007,-0.095850,-0.099943,0.004093,0.0022,0.002051,0.006233,0.000145,0.005175
(iii) Δa and Δc = +0.02,global (run-level prediction),34,1.324621,-0.104457,0.000000,-0.104457,0.0001,-0.109282,-0.099677,nan,nan
(iii) Δa and Δc = +0.02,global (period-level prediction),34,1.324621,-0.104457,-0.109917,0.005460,0.0061,0.002467,0.008430,nan,nan
(iii) Δa and Δc = +0.02,W60,35,1.188051,-0.095580,-0.097709,0.002129,0.1333,-0.000248,0.004668,0.000516,0.006792
(iii) Δa and Δc = +0.02,global (run-level prediction),35,1.326545,-0.105911,0.000000,-0.105911,0.0001,-0.113660,-0.098450,nan,nan
(iii) Δa and Δc = +0.02,global (period-level prediction),35,1.326545,-0.105911,-0.109540,0.003629,0.0527,0.000505,0.006671,nan,nan
(iii) Δa and Δc = +0.02,W60,36,1.189430,-0.096186,-0.100141,0.003955,0.0028,0.001999,0.005882,0.000850,0.006405
(iii) Δa and Δc = +0.02,global (run-level prediction),36,1.326636,-0.105622,0.000000,-0.105622,0.0001,-0.109826,-0.100779,nan,nan
(iii) Δa and Δc = +0.02,global (period-level prediction),36,1.326636,-0.105622,-0.107923,0.002302,0.3353,-0.001943,0.006776,nan,nan
(iii) Δa and Δc = +0.02,W60,37,1.189041,-0.095025,-0.098269,0.003244,0.0072,0.001312,0.004927,0.000160,0.006220
(iii) Δa and Δc = +0.02,global (run-level prediction),37,1.324783,-0.106673,0.000000,-0.106673,0.0001,-0.111315,-0.101726,nan,nan
(iii) Δa and Δc = +0.02,global (period-level prediction),37,1.324783,-0.106673,-0.109565,0.002892,0.0964,-0.000264,0.005964,nan,nan
(iii) Δa and Δc = +0.02,W60,38,1.187522,-0.093960,-0.097082,0.003122,0.0610,0.000375,0.006085,0.000755,0.006472
(iii) Δa and Δc = +0.02,global (run-level prediction),38,1.326754,-0.106382,0.000000,-0.106382,0.0001,-0.114173,-0.099883,nan,nan
(iii) Δa and Δc = +0.02,global (period-level prediction),38,1.326754,-0.106382,-0.109472,0.003089,0.2942,-0.002420,0.007821,nan,nan
(iii) Δa and Δc = +0.02,W60,39,1.189150,-0.098659,-0.099015,0.000356,0.7361,-0.001541,0.002277,0.000440,0.006306
(iii) Δa and Δc = +0.02,global (run-level prediction),39,1.326557,-0.109895,0.000000,-0.109895,0.0001,-0.115363,-0.103865,nan,nan
(iii) Δa and Δc = +0.02,global (period-level prediction),39,1.326557,-0.109895,-0.113291,0.003396,0.0167,0.001204,0.006141,nan,nan
(iii) Δa and Δc = +0.02,W60,40,1.186571,-0.094115,-0.097353,0.003238,0.0297,0.000747,0.005538,0.000816,0.006867
(iii) Δa and Δc = +0.02,global (run-level prediction),40,1.324503,-0.106970,0.000000,-0.106970,0.0001,-0.111247,-0.102596,nan,nan
(iii) Δa and Δc = +0.02,global (period-level prediction),40,1.324503,-0.106970,-0.110618,0.003647,0.0046,0.001833,0.005547,nan,nan
(iii) Δa and Δc = +0.02,W60,41,1.183979,-0.092583,-0.094395,0.001812,0.1030,-0.000025,0.003771,0.001026,0.008107
(iii) Δa and Δc = +0.02,global (run-level prediction),41,1.321067,-0.104655,-0.000000,-0.104655,0.0001,-0.111215,-0.097973,nan,nan
(iii) Δa and Δc = +0.02,global (period-level prediction),41,1.321067,-0.104655,-0.110180,0.005526,0.0029,0.002698,0.008560,nan,nan
(iii) Δa and Δc = +0.02,W60,42,1.187957,-0.095673,-0.098950,0.003278,0.0306,0.000832,0.005823,0.000299,0.005370
(iii) Δa and Δc = +0.02,global (run-level prediction),42,1.326336,-0.108457,0.000000,-0.108457,0.0001,-0.113901,-0.102791,nan,nan
(iii) Δa and Δc = +0.02,global (period-level prediction),42,1.326336,-0.108457,-0.108476,0.000020,0.9882,-0.002684,0.002925,nan,nan
(iii) Δa and Δc = +0.02,W60,43,1.186010,-0.097387,-0.099913,0.002526,0.0358,0.000555,0.004588,0.000313,0.007139
(iii) Δa and Δc = +0.02,global (run-level prediction),43,1.321744,-0.107938,-0.000000,-0.107938,0.0001,-0.112132,-0.103744,nan,nan
(iii) Δa and Δc = +0.02,global (period-level prediction),43,1.321744,-0.107938,-0.111990,0.004052,0.0701,0.000292,0.007877,nan,nan
(iii) Δa and Δc = +0.02,W60,44,1.190082,-0.094894,-0.098408,0.003515,0.0131,0.001243,0.005702,0.000391,0.005125
(iii) Δa and Δc = +0.02,global (run-level prediction),44,1.329820,-0.106977,-0.000000,-0.106977,0.0001,-0.112609,-0.101722,nan,nan
(iii) Δa and Δc = +0.02,global (period-level prediction),44,1.329820,-0.106977,-0.109158,0.002182,0.2216,-0.001227,0.005129,nan,nan
(iii) Δa and Δc = +0.02,W60,45,1.186241,-0.089683,-0.092065,0.002382,0.0623,0.000351,0.004462,0.000805,0.005408
(iii) Δa and Δc = +0.02,global (run-level prediction),45,1.324105,-0.100275,-0.000000,-0.100275,0.0001,-0.108348,-0.091969,nan,nan
(iii) Δa and Δc = +0.02,global (period-level prediction),45,1.324105,-0.100275,-0.105002,0.004728,0.0179,0.001519,0.008035,nan,nan
(iii) Δa and Δc = +0.02,W60,46,1.186938,-0.092945,-0.095131,0.002186,0.0558,0.000165,0.004035,0.000059,0.006663
(iii) Δa and Δc = +0.02,global (run-level prediction),46,1.325833,-0.105103,-0.000000,-0.105103,0.0001,-0.113030,-0.097153,nan,nan
(iii) Δa and Δc = +0.02,global (period-level prediction),46,1.325833,-0.105103,-0.106955,0.001853,0.3176,-0.001404,0.005080,nan,nan
(iii) Δa and Δc = +0.02,W60,47,1.189191,-0.095755,-0.096758,0.001002,0.2994,-0.000830,0.002734,0.000240,0.007091
(iii) Δa and Δc = +0.02,global (run-level prediction),47,1.325974,-0.104398,0.000000,-0.104398,0.0001,-0.110693,-0.097634,nan,nan
(iii) Δa and Δc = +0.02,global (period-level prediction),47,1.325974,-0.104398,-0.108177,0.003779,0.0697,0.000239,0.007748,nan,nan
(iii) Δa and Δc = +0.02,W60,48,1.185520,-0.092886,-0.096234,0.003348,0.0010,0.002028,0.004582,0.000758,0.005864
(iii) Δa and Δc = +0.02,global (run-level prediction),48,1.324509,-0.103683,-0.000000,-0.103683,0.0001,-0.109343,-0.096865,nan,nan
(iii) Δa and Δc = +0.02,global (period-level prediction),48,1.324509,-0.103683,-0.105771,0.002088,0.3286,-0.001299,0.006502,nan,nan
(iii) Δa and Δc = +0.02,W60,49,1.190981,-0.097419,-0.100154,0.002735,0.0936,-0.000065,0.005590,0.000360,0.007579
(iii) Δa and Δc = +0.02,global (run-level prediction),49,1.327104,-0.106349,0.000000,-0.106349,0.0001,-0.110305,-0.102056,nan,nan
(iii) Δa and Δc = +0.02,global (period-level prediction),49,1.327104,-0.106349,-0.111036,0.004688,0.0092,0.001876,0.007364,nan,nan
(iii) Δa and Δc = +0.02,W60,50,1.186916,-0.095895,-0.097198,0.001303,0.3370,-0.000947,0.003669,0.001128,0.006894
(iii) Δa and Δc = +0.02,global (run-level prediction),50,1.323774,-0.104495,0.000000,-0.104495,0.0001,-0.113473,-0.096393,nan,nan
(iii) Δa and Δc = +0.02,global (period-level prediction),50,1.323774,-0.104495,-0.108842,0.004348,0.0790,0.000009,0.008399,nan,nan
(iv) a_x − a_y = 0.03 with Δa,W60,1,1.166661,-0.088279,-0.091363,0.003084,0.0221,0.000989,0.005180,0.000138,0.004821
(iv) a_x − a_y = 0.03 with Δa,global (run-level prediction),1,1.253421,-0.093111,0.000000,-0.093111,0.0001,-0.101484,-0.085348,nan,nan
(iv) a_x − a_y = 0.03 with Δa,global (period-level prediction),1,1.253421,-0.093111,-0.102811,0.009700,0.0001,0.007466,0.012378,nan,nan
(iv) a_x − a_y = 0.03 with Δa,W60,2,1.165254,-0.089336,-0.092011,0.002675,0.0244,0.000749,0.004709,0.000486,0.005908
(iv) a_x − a_y = 0.03 with Δa,global (run-level prediction),2,1.249416,-0.092311,-0.000000,-0.092311,0.0001,-0.099234,-0.085092,nan,nan
(iv) a_x − a_y = 0.03 with Δa,global (period-level prediction),2,1.249416,-0.092311,-0.099246,0.006935,0.0139,0.002442,0.011043,nan,nan
(iv) a_x − a_y = 0.03 with Δa,W60,3,1.163691,-0.084796,-0.090713,0.005917,0.0004,0.003579,0.008673,-0.000262,0.004352
(iv) a_x − a_y = 0.03 with Δa,global (run-level prediction),3,1.250961,-0.088027,0.000000,-0.088027,0.0001,-0.095027,-0.081624,nan,nan
(iv) a_x − a_y = 0.03 with Δa,global (period-level prediction),3,1.250961,-0.088027,-0.100294,0.012267,0.0001,0.008926,0.015587,nan,nan
(iv) a_x − a_y = 0.03 with Δa,W60,4,1.168412,-0.090962,-0.093402,0.002440,0.0518,0.000260,0.004651,-0.000216,0.006927
(iv) a_x − a_y = 0.03 with Δa,global (run-level prediction),4,1.251971,-0.093075,0.000000,-0.093075,0.0001,-0.098911,-0.085716,nan,nan
(iv) a_x − a_y = 0.03 with Δa,global (period-level prediction),4,1.251971,-0.093075,-0.103382,0.010307,0.0001,0.007793,0.012788,nan,nan
(iv) a_x − a_y = 0.03 with Δa,W60,5,1.168409,-0.087262,-0.090281,0.003019,0.0133,0.001102,0.005074,0.000019,0.005838
(iv) a_x − a_y = 0.03 with Δa,global (run-level prediction),5,1.254785,-0.088122,0.000000,-0.088122,0.0001,-0.094014,-0.081783,nan,nan
(iv) a_x − a_y = 0.03 with Δa,global (period-level prediction),5,1.254785,-0.088122,-0.099963,0.011841,0.0001,0.009036,0.015125,nan,nan
(iv) a_x − a_y = 0.03 with Δa,W60,6,1.164617,-0.088427,-0.093572,0.005144,0.0001,0.003594,0.006907,-0.000602,0.004115
(iv) a_x − a_y = 0.03 with Δa,global (run-level prediction),6,1.249615,-0.091929,0.000000,-0.091929,0.0001,-0.099866,-0.083870,nan,nan
(iv) a_x − a_y = 0.03 with Δa,global (period-level prediction),6,1.249615,-0.091929,-0.102034,0.010105,0.0005,0.006791,0.012768,nan,nan
(iv) a_x − a_y = 0.03 with Δa,W60,7,1.166627,-0.086996,-0.090360,0.003364,0.0099,0.001426,0.005514,-0.000053,0.005308
(iv) a_x − a_y = 0.03 with Δa,global (run-level prediction),7,1.253411,-0.091339,-0.000000,-0.091339,0.0001,-0.095351,-0.086498,nan,nan
(iv) a_x − a_y = 0.03 with Δa,global (period-level prediction),7,1.253411,-0.091339,-0.098613,0.007274,0.0002,0.005337,0.009103,nan,nan
(iv) a_x − a_y = 0.03 with Δa,W60,8,1.161013,-0.087160,-0.090765,0.003605,0.0305,0.001000,0.006195,0.000019,0.005997
(iv) a_x − a_y = 0.03 with Δa,global (run-level prediction),8,1.247530,-0.089076,-0.000000,-0.089076,0.0001,-0.094423,-0.083188,nan,nan
(iv) a_x − a_y = 0.03 with Δa,global (period-level prediction),8,1.247530,-0.089076,-0.099606,0.010530,0.0005,0.006467,0.014173,nan,nan
(iv) a_x − a_y = 0.03 with Δa,W60,9,1.169463,-0.089062,-0.090534,0.001472,0.2101,-0.000742,0.003622,0.000160,0.006557
(iv) a_x − a_y = 0.03 with Δa,global (run-level prediction),9,1.253567,-0.089513,0.000000,-0.089513,0.0001,-0.094933,-0.083132,nan,nan
(iv) a_x − a_y = 0.03 with Δa,global (period-level prediction),9,1.253567,-0.089513,-0.101413,0.011900,0.0001,0.009365,0.014963,nan,nan
(iv) a_x − a_y = 0.03 with Δa,W60,10,1.162975,-0.089994,-0.092080,0.002086,0.1399,-0.000310,0.004636,-0.000022,0.007579
(iv) a_x − a_y = 0.03 with Δa,global (run-level prediction),10,1.250120,-0.094018,-0.000000,-0.094018,0.0001,-0.099436,-0.089707,nan,nan
(iv) a_x − a_y = 0.03 with Δa,global (period-level prediction),10,1.250120,-0.094018,-0.102569,0.008551,0.0004,0.005909,0.011157,nan,nan
(iv) a_x − a_y = 0.03 with Δa,W60,11,1.165578,-0.087249,-0.090688,0.003439,0.0123,0.001173,0.005739,0.000321,0.006102
(iv) a_x − a_y = 0.03 with Δa,global (run-level prediction),11,1.252243,-0.088206,0.000000,-0.088206,0.0001,-0.094602,-0.081645,nan,nan
(iv) a_x − a_y = 0.03 with Δa,global (period-level prediction),11,1.252243,-0.088206,-0.099140,0.010934,0.0001,0.008214,0.013522,nan,nan
(iv) a_x − a_y = 0.03 with Δa,W60,12,1.167522,-0.086378,-0.088182,0.001804,0.2863,-0.001055,0.004867,-0.000279,0.006356
(iv) a_x − a_y = 0.03 with Δa,global (run-level prediction),12,1.253985,-0.089720,-0.000000,-0.089720,0.0001,-0.095321,-0.084084,nan,nan
(iv) a_x − a_y = 0.03 with Δa,global (period-level prediction),12,1.253985,-0.089720,-0.096217,0.006497,0.0005,0.003820,0.009100,nan,nan
(iv) a_x − a_y = 0.03 with Δa,W60,13,1.165010,-0.088677,-0.090100,0.001423,0.1315,-0.000126,0.003204,-0.000641,0.007894
(iv) a_x − a_y = 0.03 with Δa,global (run-level prediction),13,1.251808,-0.089749,-0.000000,-0.089749,0.0001,-0.094721,-0.084917,nan,nan
(iv) a_x − a_y = 0.03 with Δa,global (period-level prediction),13,1.251808,-0.089749,-0.097607,0.007858,0.0002,0.005222,0.009963,nan,nan
(iv) a_x − a_y = 0.03 with Δa,W60,14,1.165971,-0.089762,-0.092182,0.002421,0.0829,0.000187,0.005012,0.000137,0.007361
(iv) a_x − a_y = 0.03 with Δa,global (run-level prediction),14,1.249750,-0.090670,0.000000,-0.090670,0.0001,-0.094976,-0.085309,nan,nan
(iv) a_x − a_y = 0.03 with Δa,global (period-level prediction),14,1.249750,-0.090670,-0.101084,0.010415,0.0002,0.007606,0.013077,nan,nan
(iv) a_x − a_y = 0.03 with Δa,W60,15,1.167442,-0.090168,-0.092966,0.002799,0.0433,0.000510,0.005062,-0.000762,0.006710
(iv) a_x − a_y = 0.03 with Δa,global (run-level prediction),15,1.253699,-0.093507,-0.000000,-0.093507,0.0001,-0.097783,-0.089224,nan,nan
(iv) a_x − a_y = 0.03 with Δa,global (period-level prediction),15,1.253699,-0.093507,-0.103407,0.009900,0.0015,0.005860,0.013670,nan,nan
(iv) a_x − a_y = 0.03 with Δa,W60,16,1.165603,-0.088292,-0.090179,0.001887,0.1854,-0.000704,0.004375,0.000130,0.005258
(iv) a_x − a_y = 0.03 with Δa,global (run-level prediction),16,1.249274,-0.087540,0.000000,-0.087540,0.0001,-0.095940,-0.079406,nan,nan
(iv) a_x − a_y = 0.03 with Δa,global (period-level prediction),16,1.249274,-0.087540,-0.097115,0.009575,0.0004,0.006253,0.012678,nan,nan
(iv) a_x − a_y = 0.03 with Δa,W60,17,1.168008,-0.087128,-0.093010,0.005882,0.0001,0.004060,0.007620,0.000202,0.005623
(iv) a_x − a_y = 0.03 with Δa,global (run-level prediction),17,1.254548,-0.091024,0.000000,-0.091024,0.0001,-0.096131,-0.085294,nan,nan
(iv) a_x − a_y = 0.03 with Δa,global (period-level prediction),17,1.254548,-0.091024,-0.101192,0.010167,0.0001,0.007797,0.012206,nan,nan
(iv) a_x − a_y = 0.03 with Δa,W60,18,1.169797,-0.094315,-0.098556,0.004242,0.0073,0.001872,0.006540,-0.000363,0.005218
(iv) a_x − a_y = 0.03 with Δa,global (run-level prediction),18,1.254829,-0.095154,-0.000000,-0.095154,0.0001,-0.100500,-0.090113,nan,nan
(iv) a_x − a_y = 0.03 with Δa,global (period-level prediction),18,1.254829,-0.095154,-0.104979,0.009825,0.0001,0.007356,0.012192,nan,nan
(iv) a_x − a_y = 0.03 with Δa,W60,19,1.165746,-0.085733,-0.087718,0.001986,0.0322,0.000326,0.003556,0.000366,0.005903
(iv) a_x − a_y = 0.03 with Δa,global (run-level prediction),19,1.251551,-0.089507,-0.000000,-0.089507,0.0001,-0.094277,-0.084496,nan,nan
(iv) a_x − a_y = 0.03 with Δa,global (period-level prediction),19,1.251551,-0.089507,-0.099579,0.010072,0.0001,0.008276,0.011915,nan,nan
(iv) a_x − a_y = 0.03 with Δa,W60,20,1.166801,-0.086962,-0.088630,0.001669,0.1827,-0.000752,0.003743,-0.000363,0.006461
(iv) a_x − a_y = 0.03 with Δa,global (run-level prediction),20,1.249251,-0.085511,-0.000000,-0.085511,0.0001,-0.091803,-0.079815,nan,nan
(iv) a_x − a_y = 0.03 with Δa,global (period-level prediction),20,1.249251,-0.085511,-0.098535,0.013025,0.0001,0.010175,0.015999,nan,nan
(iv) a_x − a_y = 0.03 with Δa,W60,21,1.168590,-0.094591,-0.097698,0.003107,0.0107,0.001283,0.004753,-0.000011,0.005250
(iv) a_x − a_y = 0.03 with Δa,global (run-level prediction),21,1.253132,-0.096153,0.000000,-0.096153,0.0001,-0.103845,-0.088778,nan,nan
(iv) a_x − a_y = 0.03 with Δa,global (period-level prediction),21,1.253132,-0.096153,-0.107056,0.010904,0.0001,0.008602,0.013347,nan,nan
(iv) a_x − a_y = 0.03 with Δa,W60,22,1.168075,-0.089779,-0.090927,0.001148,0.1887,-0.000434,0.002620,0.000223,0.006810
(iv) a_x − a_y = 0.03 with Δa,global (run-level prediction),22,1.252600,-0.090652,-0.000000,-0.090652,0.0001,-0.096460,-0.085372,nan,nan
(iv) a_x − a_y = 0.03 with Δa,global (period-level prediction),22,1.252600,-0.090652,-0.100232,0.009580,0.0004,0.006597,0.012289,nan,nan
(iv) a_x − a_y = 0.03 with Δa,W60,23,1.164872,-0.086446,-0.091318,0.004872,0.0132,0.001636,0.007794,-0.000131,0.004192
(iv) a_x − a_y = 0.03 with Δa,global (run-level prediction),23,1.251608,-0.089094,-0.000000,-0.089094,0.0001,-0.095721,-0.082665,nan,nan
(iv) a_x − a_y = 0.03 with Δa,global (period-level prediction),23,1.251608,-0.089094,-0.100193,0.011099,0.0001,0.008006,0.014646,nan,nan
(iv) a_x − a_y = 0.03 with Δa,W60,24,1.165229,-0.086249,-0.089930,0.003681,0.0077,0.001485,0.006440,-0.000208,0.006394
(iv) a_x − a_y = 0.03 with Δa,global (run-level prediction),24,1.252387,-0.091074,0.000000,-0.091074,0.0001,-0.096824,-0.085030,nan,nan
(iv) a_x − a_y = 0.03 with Δa,global (period-level prediction),24,1.252387,-0.091074,-0.099161,0.008087,0.0002,0.005863,0.010365,nan,nan
(iv) a_x − a_y = 0.03 with Δa,W60,25,1.165203,-0.093199,-0.094847,0.001648,0.0879,-0.000034,0.003213,0.000016,0.007130
(iv) a_x − a_y = 0.03 with Δa,global (run-level prediction),25,1.251951,-0.094666,0.000000,-0.094666,0.0001,-0.098155,-0.090191,nan,nan
(iv) a_x − a_y = 0.03 with Δa,global (period-level prediction),25,1.251951,-0.094666,-0.105090,0.010424,0.0001,0.007989,0.012510,nan,nan
(iv) a_x − a_y = 0.03 with Δa,W60,26,1.167283,-0.086959,-0.089368,0.002409,0.1266,-0.000310,0.005370,-0.000062,0.005707
(iv) a_x − a_y = 0.03 with Δa,global (run-level prediction),26,1.250606,-0.087316,-0.000000,-0.087316,0.0001,-0.093444,-0.081265,nan,nan
(iv) a_x − a_y = 0.03 with Δa,global (period-level prediction),26,1.250606,-0.087316,-0.097798,0.010481,0.0002,0.007972,0.012636,nan,nan
(iv) a_x − a_y = 0.03 with Δa,W60,27,1.162368,-0.089214,-0.093550,0.004335,0.0009,0.002674,0.006053,-0.000015,0.004006
(iv) a_x − a_y = 0.03 with Δa,global (run-level prediction),27,1.249935,-0.095465,-0.000000,-0.095465,0.0001,-0.100225,-0.089872,nan,nan
(iv) a_x − a_y = 0.03 with Δa,global (period-level prediction),27,1.249935,-0.095465,-0.102308,0.006844,0.0001,0.005216,0.008833,nan,nan
(iv) a_x − a_y = 0.03 with Δa,W60,28,1.165813,-0.089039,-0.090833,0.001794,0.1508,-0.000231,0.004015,0.000220,0.005767
(iv) a_x − a_y = 0.03 with Δa,global (run-level prediction),28,1.251968,-0.091154,-0.000000,-0.091154,0.0001,-0.095214,-0.086446,nan,nan
(iv) a_x − a_y = 0.03 with Δa,global (period-level prediction),28,1.251968,-0.091154,-0.101529,0.010375,0.0001,0.007132,0.013756,nan,nan
(iv) a_x − a_y = 0.03 with Δa,W60,29,1.167379,-0.089765,-0.092675,0.002910,0.0701,0.000053,0.005485,0.000019,0.005640
(iv) a_x − a_y = 0.03 with Δa,global (run-level prediction),29,1.252532,-0.091574,-0.000000,-0.091574,0.0001,-0.098782,-0.084986,nan,nan
(iv) a_x − a_y = 0.03 with Δa,global (period-level prediction),29,1.252532,-0.091574,-0.104640,0.013065,0.0001,0.010510,0.015106,nan,nan
(iv) a_x − a_y = 0.03 with Δa,W60,30,1.166690,-0.088788,-0.092502,0.003714,0.0110,0.001444,0.006062,-0.000234,0.005719
(iv) a_x − a_y = 0.03 with Δa,global (run-level prediction),30,1.253018,-0.089723,0.000000,-0.089723,0.0001,-0.094448,-0.085262,nan,nan
(iv) a_x − a_y = 0.03 with Δa,global (period-level prediction),30,1.253018,-0.089723,-0.102985,0.013262,0.0001,0.011117,0.015588,nan,nan
(iv) a_x − a_y = 0.03 with Δa,W60,31,1.166002,-0.090266,-0.092270,0.002004,0.0815,-0.000021,0.003836,-0.000216,0.007586
(iv) a_x − a_y = 0.03 with Δa,global (run-level prediction),31,1.251479,-0.092738,0.000000,-0.092738,0.0001,-0.099207,-0.086804,nan,nan
(iv) a_x − a_y = 0.03 with Δa,global (period-level prediction),31,1.251479,-0.092738,-0.102293,0.009555,0.0002,0.006996,0.011924,nan,nan
(iv) a_x − a_y = 0.03 with Δa,W60,32,1.167788,-0.090503,-0.094665,0.004162,0.0043,0.002190,0.006429,0.000375,0.005645
(iv) a_x − a_y = 0.03 with Δa,global (run-level prediction),32,1.251559,-0.090217,0.000000,-0.090217,0.0001,-0.094374,-0.086601,nan,nan
(iv) a_x − a_y = 0.03 with Δa,global (period-level prediction),32,1.251559,-0.090217,-0.101756,0.011539,0.0001,0.008554,0.014753,nan,nan
(iv) a_x − a_y = 0.03 with Δa,W60,33,1.170051,-0.090414,-0.093643,0.003228,0.0065,0.001370,0.005107,0.000090,0.006749
(iv) a_x − a_y = 0.03 with Δa,global (run-level prediction),33,1.256051,-0.091852,0.000000,-0.091852,0.0001,-0.098427,-0.085439,nan,nan
(iv) a_x − a_y = 0.03 with Δa,global (period-level prediction),33,1.256051,-0.091852,-0.103974,0.012122,0.0001,0.010234,0.013802,nan,nan
(iv) a_x − a_y = 0.03 with Δa,W60,34,1.169793,-0.090856,-0.093907,0.003051,0.0293,0.000941,0.005520,0.000271,0.007264
(iv) a_x − a_y = 0.03 with Δa,global (run-level prediction),34,1.255412,-0.092340,-0.000000,-0.092340,0.0001,-0.099539,-0.085830,nan,nan
(iv) a_x − a_y = 0.03 with Δa,global (period-level prediction),34,1.255412,-0.092340,-0.103618,0.011278,0.0002,0.008098,0.013891,nan,nan
(iv) a_x − a_y = 0.03 with Δa,W60,35,1.165280,-0.086870,-0.090881,0.004011,0.0056,0.001839,0.006032,-0.000166,0.006141
