# partB17_calibration.py; one row per condition × estimator × replicate; git=f1f5fcc
condition,estimator,replicate,sts_level_pre,sts_did,pred_did,res_did,res_p,res_ci_lo,res_ci_hi,sym_did,anti_did
(iii) Δa = −0.015, Δc = +0.02,W60,15,0.716402,-0.049752,-0.048805,-0.000947,0.7283,-0.005314,0.003855,0.013805,0.001269
(iii) Δa = −0.015, Δc = +0.02,global (run-level prediction),15,1.136746,-0.080645,0.000000,-0.080645,0.0001,-0.086204,-0.075380,nan,nan
(iii) Δa = −0.015, Δc = +0.02,global (period-level prediction),15,1.136746,-0.080645,-0.076038,-0.004606,0.2515,-0.011181,0.003403,nan,nan
(iii) Δa = −0.015, Δc = +0.02,W60,16,0.715808,-0.046456,-0.046112,-0.000345,0.8140,-0.002829,0.002530,0.014932,0.000664
(iii) Δa = −0.015, Δc = +0.02,global (run-level prediction),16,1.138353,-0.073088,0.000000,-0.073088,0.0001,-0.082920,-0.062694,nan,nan
(iii) Δa = −0.015, Δc = +0.02,global (period-level prediction),16,1.138353,-0.073088,-0.071425,-0.001662,0.6672,-0.008757,0.005673,nan,nan
(iii) Δa = −0.015, Δc = +0.02,W60,17,0.714284,-0.039611,-0.040964,0.001353,0.4841,-0.002444,0.004563,0.014847,0.001075
(iii) Δa = −0.015, Δc = +0.02,global (run-level prediction),17,1.135081,-0.064932,-0.000000,-0.064932,0.0001,-0.074337,-0.055064,nan,nan
(iii) Δa = −0.015, Δc = +0.02,global (period-level prediction),17,1.135081,-0.064932,-0.065393,0.000461,0.8958,-0.005805,0.006733,nan,nan
(iii) Δa = −0.015, Δc = +0.02,W60,18,0.713028,-0.036770,-0.039615,0.002845,0.1353,-0.000367,0.006282,0.016191,0.001327
(iii) Δa = −0.015, Δc = +0.02,global (run-level prediction),18,1.134247,-0.067062,0.000000,-0.067062,0.0001,-0.075429,-0.057738,nan,nan
(iii) Δa = −0.015, Δc = +0.02,global (period-level prediction),18,1.134247,-0.067062,-0.065293,-0.001769,0.5919,-0.007600,0.003536,nan,nan
(iii) Δa = −0.015, Δc = +0.02,W60,19,0.714884,-0.040544,-0.040934,0.000390,0.7087,-0.001329,0.002336,0.015120,0.000467
(iii) Δa = −0.015, Δc = +0.02,global (run-level prediction),19,1.132671,-0.068198,-0.000000,-0.068198,0.0001,-0.077629,-0.060145,nan,nan
(iii) Δa = −0.015, Δc = +0.02,global (period-level prediction),19,1.132671,-0.068198,-0.067038,-0.001159,0.7244,-0.008091,0.004335,nan,nan
(iii) Δa = −0.015, Δc = +0.02,W60,20,0.716083,-0.038339,-0.040600,0.002261,0.1490,-0.000488,0.004947,0.016231,0.000948
(iii) Δa = −0.015, Δc = +0.02,global (run-level prediction),20,1.137068,-0.070965,0.000000,-0.070965,0.0001,-0.077367,-0.064378,nan,nan
(iii) Δa = −0.015, Δc = +0.02,global (period-level prediction),20,1.137068,-0.070965,-0.065800,-0.005165,0.0160,-0.008661,-0.001614,nan,nan
(iii) Δa = −0.015, Δc = +0.02,W60,21,0.714597,-0.043421,-0.044172,0.000750,0.5525,-0.001586,0.003014,0.015078,-0.000055
(iii) Δa = −0.015, Δc = +0.02,global (run-level prediction),21,1.134299,-0.066132,-0.000000,-0.066132,0.0001,-0.075867,-0.056370,nan,nan
(iii) Δa = −0.015, Δc = +0.02,global (period-level prediction),21,1.134299,-0.066132,-0.069583,0.003451,0.2714,-0.002486,0.008737,nan,nan
(iii) Δa = −0.015, Δc = +0.02,W60,22,0.709694,-0.038437,-0.038509,0.000072,0.9567,-0.002200,0.002529,0.015529,0.001178
(iii) Δa = −0.015, Δc = +0.02,global (run-level prediction),22,1.136034,-0.065152,-0.000000,-0.065152,0.0001,-0.074898,-0.056960,nan,nan
(iii) Δa = −0.015, Δc = +0.02,global (period-level prediction),22,1.136034,-0.065152,-0.066759,0.001607,0.5385,-0.002728,0.006620,nan,nan
(iii) Δa = −0.015, Δc = +0.02,W60,23,0.715774,-0.043599,-0.047649,0.004050,0.0565,0.000419,0.007989,0.012594,0.000319
(iii) Δa = −0.015, Δc = +0.02,global (run-level prediction),23,1.139693,-0.073050,-0.000000,-0.073050,0.0001,-0.081726,-0.064440,nan,nan
(iii) Δa = −0.015, Δc = +0.02,global (period-level prediction),23,1.139693,-0.073050,-0.073148,0.000097,0.9783,-0.006601,0.005972,nan,nan
(iii) Δa = −0.015, Δc = +0.02,W60,24,0.715295,-0.042335,-0.046149,0.003814,0.0507,0.000538,0.007085,0.016230,0.000942
(iii) Δa = −0.015, Δc = +0.02,global (run-level prediction),24,1.137532,-0.067433,0.000000,-0.067433,0.0001,-0.076628,-0.057855,nan,nan
(iii) Δa = −0.015, Δc = +0.02,global (period-level prediction),24,1.137532,-0.067433,-0.068728,0.001294,0.7076,-0.005873,0.007015,nan,nan
(iii) Δa = −0.015, Δc = +0.02,W60,25,0.710993,-0.033988,-0.035578,0.001589,0.4314,-0.001708,0.005202,0.016587,0.000597
(iii) Δa = −0.015, Δc = +0.02,global (run-level prediction),25,1.135542,-0.065933,0.000000,-0.065933,0.0001,-0.074537,-0.057670,nan,nan
(iii) Δa = −0.015, Δc = +0.02,global (period-level prediction),25,1.135542,-0.065933,-0.064312,-0.001620,0.6835,-0.008432,0.006800,nan,nan
(iii) Δa = −0.015, Δc = +0.02,W60,26,0.718357,-0.043142,-0.043603,0.000461,0.8374,-0.003514,0.004451,0.014621,0.001072
(iii) Δa = −0.015, Δc = +0.02,global (run-level prediction),26,1.140122,-0.064058,-0.000000,-0.064058,0.0001,-0.072517,-0.055298,nan,nan
(iii) Δa = −0.015, Δc = +0.02,global (period-level prediction),26,1.140122,-0.064058,-0.065390,0.001332,0.5493,-0.003015,0.005516,nan,nan
(iii) Δa = −0.015, Δc = +0.02,W60,27,0.714258,-0.037003,-0.038238,0.001235,0.4424,-0.001811,0.004142,0.015021,0.000930
(iii) Δa = −0.015, Δc = +0.02,global (run-level prediction),27,1.134905,-0.066672,0.000000,-0.066672,0.0001,-0.077347,-0.056636,nan,nan
(iii) Δa = −0.015, Δc = +0.02,global (period-level prediction),27,1.134905,-0.066672,-0.063396,-0.003276,0.3335,-0.009280,0.002541,nan,nan
(iii) Δa = −0.015, Δc = +0.02,W60,28,0.718340,-0.043681,-0.043929,0.000248,0.9194,-0.004472,0.004294,0.016462,0.001054
(iii) Δa = −0.015, Δc = +0.02,global (run-level prediction),28,1.140279,-0.070387,0.000000,-0.070387,0.0001,-0.081658,-0.059613,nan,nan
(iii) Δa = −0.015, Δc = +0.02,global (period-level prediction),28,1.140279,-0.070387,-0.069818,-0.000569,0.8438,-0.006196,0.005227,nan,nan
(iii) Δa = −0.015, Δc = +0.02,W60,29,0.714703,-0.044037,-0.045022,0.000985,0.6217,-0.002768,0.004309,0.014374,0.001108
(iii) Δa = −0.015, Δc = +0.02,global (run-level prediction),29,1.140408,-0.078284,0.000000,-0.078284,0.0001,-0.088617,-0.068531,nan,nan
(iii) Δa = −0.015, Δc = +0.02,global (period-level prediction),29,1.140408,-0.078284,-0.072847,-0.005437,0.0879,-0.011265,0.000033,nan,nan
(iii) Δa = −0.015, Δc = +0.02,W60,30,0.715696,-0.043642,-0.042333,-0.001308,0.4680,-0.004529,0.002137,0.014652,0.001475
(iii) Δa = −0.015, Δc = +0.02,global (run-level prediction),30,1.138369,-0.071525,0.000000,-0.071525,0.0001,-0.081870,-0.059864,nan,nan
(iii) Δa = −0.015, Δc = +0.02,global (period-level prediction),30,1.138369,-0.071525,-0.068198,-0.003326,0.3325,-0.009358,0.003160,nan,nan
(iii) Δa = −0.015, Δc = +0.02,W60,31,0.714321,-0.040319,-0.042961,0.002642,0.2488,-0.001703,0.006819,0.015256,0.000978
(iii) Δa = −0.015, Δc = +0.02,global (run-level prediction),31,1.136386,-0.068267,0.000000,-0.068267,0.0001,-0.075758,-0.061421,nan,nan
(iii) Δa = −0.015, Δc = +0.02,global (period-level prediction),31,1.136386,-0.068267,-0.067595,-0.000672,0.8071,-0.005975,0.004279,nan,nan
(iii) Δa = −0.015, Δc = +0.02,W60,32,0.718273,-0.040143,-0.040348,0.000204,0.9205,-0.003182,0.004041,0.014152,0.001287
(iii) Δa = −0.015, Δc = +0.02,global (run-level prediction),32,1.133844,-0.061985,-0.000000,-0.061985,0.0001,-0.074477,-0.049894,nan,nan
(iii) Δa = −0.015, Δc = +0.02,global (period-level prediction),32,1.133844,-0.061985,-0.062765,0.000780,0.8196,-0.006126,0.006292,nan,nan
(iii) Δa = −0.015, Δc = +0.02,W60,33,0.713214,-0.043752,-0.045941,0.002190,0.2124,-0.000905,0.005712,0.014904,0.000905
(iii) Δa = −0.015, Δc = +0.02,global (run-level prediction),33,1.130746,-0.069387,-0.000000,-0.069387,0.0001,-0.074465,-0.064116,nan,nan
(iii) Δa = −0.015, Δc = +0.02,global (period-level prediction),33,1.130746,-0.069387,-0.071278,0.001892,0.4286,-0.002356,0.006399,nan,nan
(iii) Δa = −0.015, Δc = +0.02,W60,34,0.714402,-0.034942,-0.039001,0.004059,0.0829,0.000093,0.007616,0.015152,0.001739
(iii) Δa = −0.015, Δc = +0.02,global (run-level prediction),34,1.139987,-0.071549,-0.000000,-0.071549,0.0001,-0.081559,-0.060666,nan,nan
(iii) Δa = −0.015, Δc = +0.02,global (period-level prediction),34,1.139987,-0.071549,-0.070158,-0.001390,0.7555,-0.009428,0.006499,nan,nan
(iii) Δa = −0.015, Δc = +0.02,W60,35,0.718897,-0.045569,-0.043770,-0.001799,0.4056,-0.005906,0.001301,0.014146,0.001268
(iii) Δa = −0.015, Δc = +0.02,global (run-level prediction),35,1.132995,-0.064860,0.000000,-0.064860,0.0001,-0.073847,-0.056595,nan,nan
(iii) Δa = −0.015, Δc = +0.02,global (period-level prediction),35,1.132995,-0.064860,-0.070657,0.005798,0.0452,0.000417,0.010674,nan,nan
(iii) Δa = −0.015, Δc = +0.02,W60,36,0.715954,-0.040495,-0.040720,0.000224,0.9152,-0.003656,0.004192,0.015640,0.000290
(iii) Δa = −0.015, Δc = +0.02,global (run-level prediction),36,1.138635,-0.075595,-0.000000,-0.075595,0.0001,-0.084017,-0.067203,nan,nan
(iii) Δa = −0.015, Δc = +0.02,global (period-level prediction),36,1.138635,-0.075595,-0.069684,-0.005911,0.1138,-0.014193,0.000459,nan,nan
(iii) Δa = −0.015, Δc = +0.02,W60,37,0.715724,-0.041241,-0.043136,0.001894,0.1801,-0.000736,0.004357,0.015609,0.000133
(iii) Δa = −0.015, Δc = +0.02,global (run-level prediction),37,1.138902,-0.071092,-0.000000,-0.071092,0.0001,-0.078596,-0.062752,nan,nan
(iii) Δa = −0.015, Δc = +0.02,global (period-level prediction),37,1.138902,-0.071092,-0.072816,0.001724,0.5012,-0.002373,0.006171,nan,nan
(iii) Δa = −0.015, Δc = +0.02,W60,38,0.717895,-0.041651,-0.042578,0.000927,0.6045,-0.002106,0.004362,0.015919,-0.000367
(iii) Δa = −0.015, Δc = +0.02,global (run-level prediction),38,1.141802,-0.074126,0.000000,-0.074126,0.0001,-0.086566,-0.061343,nan,nan
(iii) Δa = −0.015, Δc = +0.02,global (period-level prediction),38,1.141802,-0.074126,-0.073161,-0.000965,0.8077,-0.008656,0.005564,nan,nan
(iii) Δa = −0.015, Δc = +0.02,W60,39,0.709085,-0.034780,-0.036674,0.001894,0.3655,-0.001742,0.005889,0.015671,0.000913
(iii) Δa = −0.015, Δc = +0.02,global (run-level prediction),39,1.131017,-0.061488,-0.000000,-0.061488,0.0001,-0.072019,-0.050430,nan,nan
(iii) Δa = −0.015, Δc = +0.02,global (period-level prediction),39,1.131017,-0.061488,-0.066198,0.004711,0.1448,-0.001327,0.010719,nan,nan
(iii) Δa = −0.015, Δc = +0.02,W60,40,0.717594,-0.043700,-0.046735,0.003036,0.1489,-0.000803,0.006432,0.014903,0.000921
(iii) Δa = −0.015, Δc = +0.02,global (run-level prediction),40,1.137721,-0.068389,0.000000,-0.068389,0.0001,-0.078127,-0.058960,nan,nan
(iii) Δa = −0.015, Δc = +0.02,global (period-level prediction),40,1.137721,-0.068389,-0.068128,-0.000261,0.9561,-0.009010,0.008360,nan,nan
(iii) Δa = −0.015, Δc = +0.02,W60,41,0.713194,-0.038223,-0.041761,0.003539,0.1227,-0.000567,0.007423,0.013930,0.000354
(iii) Δa = −0.015, Δc = +0.02,global (run-level prediction),41,1.136851,-0.068126,-0.000000,-0.068126,0.0001,-0.078880,-0.057535,nan,nan
(iii) Δa = −0.015, Δc = +0.02,global (period-level prediction),41,1.136851,-0.068126,-0.069527,0.001402,0.6284,-0.003891,0.006371,nan,nan
(iii) Δa = −0.015, Δc = +0.02,W60,42,0.718976,-0.041698,-0.043293,0.001595,0.4387,-0.002389,0.005021,0.013495,0.000862
(iii) Δa = −0.015, Δc = +0.02,global (run-level prediction),42,1.138554,-0.073072,0.000000,-0.073072,0.0001,-0.084840,-0.061846,nan,nan
(iii) Δa = −0.015, Δc = +0.02,global (period-level prediction),42,1.138554,-0.073072,-0.072006,-0.001066,0.8115,-0.009870,0.007240,nan,nan
(iii) Δa = −0.015, Δc = +0.02,W60,43,0.712869,-0.039052,-0.041143,0.002091,0.3466,-0.002011,0.005992,0.013517,0.001343
(iii) Δa = −0.015, Δc = +0.02,global (run-level prediction),43,1.136980,-0.071136,-0.000000,-0.071136,0.0001,-0.080530,-0.062176,nan,nan
(iii) Δa = −0.015, Δc = +0.02,global (period-level prediction),43,1.136980,-0.071136,-0.071417,0.000281,0.9252,-0.005449,0.005720,nan,nan
(iii) Δa = −0.015, Δc = +0.02,W60,44,0.719111,-0.042883,-0.043841,0.000958,0.6512,-0.002712,0.005125,0.015705,0.001159
(iii) Δa = −0.015, Δc = +0.02,global (run-level prediction),44,1.137735,-0.072120,-0.000000,-0.072120,0.0001,-0.080374,-0.065466,nan,nan
(iii) Δa = −0.015, Δc = +0.02,global (period-level prediction),44,1.137735,-0.072120,-0.069152,-0.002967,0.2910,-0.007935,0.002123,nan,nan
(iii) Δa = −0.015, Δc = +0.02,W60,45,0.715844,-0.042042,-0.042153,0.000111,0.9371,-0.002420,0.002729,0.015342,0.000719
(iii) Δa = −0.015, Δc = +0.02,global (run-level prediction),45,1.138763,-0.070191,0.000000,-0.070191,0.0001,-0.080045,-0.059625,nan,nan
(iii) Δa = −0.015, Δc = +0.02,global (period-level prediction),45,1.138763,-0.070191,-0.066965,-0.003226,0.3660,-0.010280,0.003268,nan,nan
(iii) Δa = −0.015, Δc = +0.02,W60,46,0.716578,-0.045281,-0.043615,-0.001667,0.3715,-0.004996,0.001628,0.014903,0.000381
(iii) Δa = −0.015, Δc = +0.02,global (run-level prediction),46,1.138172,-0.074606,-0.000000,-0.074606,0.0001,-0.081204,-0.067677,nan,nan
(iii) Δa = −0.015, Δc = +0.02,global (period-level prediction),46,1.138172,-0.074606,-0.074444,-0.000161,0.9408,-0.004411,0.003670,nan,nan
(iii) Δa = −0.015, Δc = +0.02,W60,47,0.714754,-0.043564,-0.043233,-0.000331,0.8566,-0.004186,0.003728,0.014030,0.002088
(iii) Δa = −0.015, Δc = +0.02,global (run-level prediction),47,1.135668,-0.066027,0.000000,-0.066027,0.0001,-0.074734,-0.055953,nan,nan
(iii) Δa = −0.015, Δc = +0.02,global (period-level prediction),47,1.135668,-0.066027,-0.066861,0.000834,0.8138,-0.005810,0.007646,nan,nan
(iii) Δa = −0.015, Δc = +0.02,W60,48,0.713044,-0.041043,-0.043644,0.002601,0.3051,-0.001764,0.007333,0.014790,0.000729
(iii) Δa = −0.015, Δc = +0.02,global (run-level prediction),48,1.132230,-0.061907,-0.000000,-0.061907,0.0001,-0.074063,-0.049085,nan,nan
(iii) Δa = −0.015, Δc = +0.02,global (period-level prediction),48,1.132230,-0.061907,-0.065589,0.003682,0.3496,-0.003292,0.010777,nan,nan
(iii) Δa = −0.015, Δc = +0.02,W60,49,0.715824,-0.047607,-0.049976,0.002369,0.1835,-0.000672,0.005347,0.014571,0.001231
(iii) Δa = −0.015, Δc = +0.02,global (run-level prediction),49,1.137763,-0.073659,-0.000000,-0.073659,0.0001,-0.083248,-0.064283,nan,nan
(iii) Δa = −0.015, Δc = +0.02,global (period-level prediction),49,1.137763,-0.073659,-0.079743,0.006083,0.0106,0.002258,0.010042,nan,nan
(iii) Δa = −0.015, Δc = +0.02,W60,50,0.714880,-0.037728,-0.036057,-0.001671,0.3488,-0.005051,0.001520,0.015503,0.000732
(iii) Δa = −0.015, Δc = +0.02,global (run-level prediction),50,1.135504,-0.059805,-0.000000,-0.059805,0.0001,-0.066775,-0.052599,nan,nan
(iii) Δa = −0.015, Δc = +0.02,global (period-level prediction),50,1.135504,-0.059805,-0.058942,-0.000863,0.7961,-0.006968,0.005745,nan,nan
(iv) a_x − a_y = 0.03, Δa = −0.015,W60,1,0.712481,-0.043166,-0.051581,0.008416,0.0007,0.004514,0.012730,-0.000189,0.001470
(iv) a_x − a_y = 0.03, Δa = −0.015,global (run-level prediction),1,1.115291,-0.068419,-0.000000,-0.068419,0.0001,-0.078325,-0.059591,nan,nan
(iv) a_x − a_y = 0.03, Δa = −0.015,global (period-level prediction),1,1.115291,-0.068419,-0.077411,0.008992,0.0022,0.004251,0.013889,nan,nan
(iv) a_x − a_y = 0.03, Δa = −0.015,W60,2,0.712794,-0.043928,-0.049427,0.005499,0.0056,0.002406,0.008571,0.000015,0.001281
(iv) a_x − a_y = 0.03, Δa = −0.015,global (run-level prediction),2,1.111321,-0.066278,-0.000000,-0.066278,0.0001,-0.074675,-0.057492,nan,nan
(iv) a_x − a_y = 0.03, Δa = −0.015,global (period-level prediction),2,1.111321,-0.066278,-0.073763,0.007485,0.0302,0.001331,0.013056,nan,nan
(iv) a_x − a_y = 0.03, Δa = −0.015,W60,3,0.709619,-0.039083,-0.043191,0.004108,0.0396,0.000813,0.007317,0.000064,0.001265
(iv) a_x − a_y = 0.03, Δa = −0.015,global (run-level prediction),3,1.110518,-0.059074,0.000000,-0.059074,0.0001,-0.069313,-0.049153,nan,nan
(iv) a_x − a_y = 0.03, Δa = −0.015,global (period-level prediction),3,1.110518,-0.059074,-0.066761,0.007687,0.0068,0.003020,0.012705,nan,nan
(iv) a_x − a_y = 0.03, Δa = −0.015,W60,4,0.712067,-0.040386,-0.044068,0.003682,0.0664,0.000377,0.007170,-0.001071,0.001392
(iv) a_x − a_y = 0.03, Δa = −0.015,global (run-level prediction),4,1.110152,-0.063584,-0.000000,-0.063584,0.0001,-0.070406,-0.056885,nan,nan
(iv) a_x − a_y = 0.03, Δa = −0.015,global (period-level prediction),4,1.110152,-0.063584,-0.070548,0.006964,0.0209,0.001809,0.012010,nan,nan
(iv) a_x − a_y = 0.03, Δa = −0.015,W60,5,0.713659,-0.043819,-0.049860,0.006041,0.0001,0.003663,0.008457,-0.000349,0.000470
(iv) a_x − a_y = 0.03, Δa = −0.015,global (run-level prediction),5,1.110104,-0.069007,0.000000,-0.069007,0.0001,-0.076491,-0.061534,nan,nan
(iv) a_x − a_y = 0.03, Δa = −0.015,global (period-level prediction),5,1.110104,-0.069007,-0.077259,0.008252,0.0005,0.005250,0.011470,nan,nan
(iv) a_x − a_y = 0.03, Δa = −0.015,W60,6,0.714605,-0.041193,-0.048628,0.007435,0.0061,0.003125,0.011250,0.001191,0.002085
(iv) a_x − a_y = 0.03, Δa = −0.015,global (run-level prediction),6,1.114842,-0.072741,0.000000,-0.072741,0.0001,-0.082477,-0.062929,nan,nan
(iv) a_x − a_y = 0.03, Δa = −0.015,global (period-level prediction),6,1.114842,-0.072741,-0.073367,0.000626,0.8141,-0.004741,0.005440,nan,nan
(iv) a_x − a_y = 0.03, Δa = −0.015,W60,7,0.713160,-0.045236,-0.051608,0.006372,0.0012,0.003891,0.009451,0.000340,0.001148
(iv) a_x − a_y = 0.03, Δa = −0.015,global (run-level prediction),7,1.117167,-0.067240,0.000000,-0.067240,0.0001,-0.074033,-0.060452,nan,nan
(iv) a_x − a_y = 0.03, Δa = −0.015,global (period-level prediction),7,1.117167,-0.067240,-0.076478,0.009238,0.0007,0.005817,0.012057,nan,nan
(iv) a_x − a_y = 0.03, Δa = −0.015,W60,8,0.713032,-0.046193,-0.050049,0.003856,0.0654,0.000312,0.007360,0.000857,0.001243
(iv) a_x − a_y = 0.03, Δa = −0.015,global (run-level prediction),8,1.109498,-0.065541,0.000000,-0.065541,0.0001,-0.074524,-0.056714,nan,nan
(iv) a_x − a_y = 0.03, Δa = −0.015,global (period-level prediction),8,1.109498,-0.065541,-0.070061,0.004520,0.0546,0.000044,0.008098,nan,nan
(iv) a_x − a_y = 0.03, Δa = −0.015,W60,9,0.715285,-0.043973,-0.050208,0.006236,0.0013,0.003381,0.008899,-0.000467,0.002186
(iv) a_x − a_y = 0.03, Δa = −0.015,global (run-level prediction),9,1.114959,-0.068157,0.000000,-0.068157,0.0001,-0.076736,-0.059216,nan,nan
(iv) a_x − a_y = 0.03, Δa = −0.015,global (period-level prediction),9,1.114959,-0.068157,-0.075895,0.007738,0.0066,0.003482,0.012323,nan,nan
(iv) a_x − a_y = 0.03, Δa = −0.015,W60,10,0.707941,-0.038817,-0.048052,0.009235,0.0010,0.004973,0.013220,-0.000041,0.001246
(iv) a_x − a_y = 0.03, Δa = −0.015,global (run-level prediction),10,1.107332,-0.071559,0.000000,-0.071559,0.0001,-0.076904,-0.066326,nan,nan
(iv) a_x − a_y = 0.03, Δa = −0.015,global (period-level prediction),10,1.107332,-0.071559,-0.078770,0.007210,0.0264,0.002225,0.012884,nan,nan
(iv) a_x − a_y = 0.03, Δa = −0.015,W60,11,0.713776,-0.045992,-0.052375,0.006383,0.0049,0.003004,0.009936,0.001230,0.001089
(iv) a_x − a_y = 0.03, Δa = −0.015,global (run-level prediction),11,1.115777,-0.071496,0.000000,-0.071496,0.0001,-0.079420,-0.063526,nan,nan
(iv) a_x − a_y = 0.03, Δa = −0.015,global (period-level prediction),11,1.115777,-0.071496,-0.078804,0.007308,0.0093,0.003053,0.011536,nan,nan
(iv) a_x − a_y = 0.03, Δa = −0.015,W60,12,0.715172,-0.042356,-0.046144,0.003788,0.0898,0.000003,0.007598,0.000996,0.000745
(iv) a_x − a_y = 0.03, Δa = −0.015,global (run-level prediction),12,1.111297,-0.068903,-0.000000,-0.068903,0.0001,-0.077092,-0.060065,nan,nan
(iv) a_x − a_y = 0.03, Δa = −0.015,global (period-level prediction),12,1.111297,-0.068903,-0.076838,0.007935,0.0056,0.003746,0.012138,nan,nan
(iv) a_x − a_y = 0.03, Δa = −0.015,W60,13,0.717795,-0.042344,-0.045186,0.002842,0.0525,0.000558,0.005543,0.000501,0.001243
(iv) a_x − a_y = 0.03, Δa = −0.015,global (run-level prediction),13,1.116681,-0.070046,0.000000,-0.070046,0.0001,-0.079862,-0.060145,nan,nan
(iv) a_x − a_y = 0.03, Δa = −0.015,global (period-level prediction),13,1.116681,-0.070046,-0.072639,0.002593,0.4756,-0.003652,0.009969,nan,nan
(iv) a_x − a_y = 0.03, Δa = −0.015,W60,14,0.715421,-0.047970,-0.052680,0.004710,0.0497,0.000367,0.008809,-0.001631,0.001026
(iv) a_x − a_y = 0.03, Δa = −0.015,global (run-level prediction),14,1.114126,-0.074856,-0.000000,-0.074856,0.0001,-0.080771,-0.068548,nan,nan
(iv) a_x − a_y = 0.03, Δa = −0.015,global (period-level prediction),14,1.114126,-0.074856,-0.081444,0.006589,0.0723,0.000282,0.012421,nan,nan
(iv) a_x − a_y = 0.03, Δa = −0.015,W60,15,0.713817,-0.038529,-0.043569,0.005040,0.0316,0.001250,0.008609,0.000662,0.000155
(iv) a_x − a_y = 0.03, Δa = −0.015,global (run-level prediction),15,1.115710,-0.066022,0.000000,-0.066022,0.0001,-0.075729,-0.056466,nan,nan
(iv) a_x − a_y = 0.03, Δa = −0.015,global (period-level prediction),15,1.115710,-0.066022,-0.073522,0.007500,0.0050,0.003228,0.012344,nan,nan
(iv) a_x − a_y = 0.03, Δa = −0.015,W60,16,0.716378,-0.045999,-0.050576,0.004576,0.0820,-0.000175,0.008935,0.000343,0.001021
(iv) a_x − a_y = 0.03, Δa = −0.015,global (run-level prediction),16,1.116526,-0.074162,-0.000000,-0.074162,0.0001,-0.080690,-0.067297,nan,nan
(iv) a_x − a_y = 0.03, Δa = −0.015,global (period-level prediction),16,1.116526,-0.074162,-0.078918,0.004756,0.2490,-0.002615,0.012098,nan,nan
(iv) a_x − a_y = 0.03, Δa = −0.015,W60,17,0.709900,-0.035093,-0.040872,0.005779,0.0244,0.001801,0.009845,-0.000270,0.002063
(iv) a_x − a_y = 0.03, Δa = −0.015,global (run-level prediction),17,1.110912,-0.058204,0.000000,-0.058204,0.0001,-0.064956,-0.050524,nan,nan
(iv) a_x − a_y = 0.03, Δa = −0.015,global (period-level prediction),17,1.110912,-0.058204,-0.068401,0.010198,0.0016,0.005604,0.014573,nan,nan
(iv) a_x − a_y = 0.03, Δa = −0.015,W60,18,0.712591,-0.037504,-0.041672,0.004168,0.0154,0.001544,0.006653,0.001086,0.000549
(iv) a_x − a_y = 0.03, Δa = −0.015,global (run-level prediction),18,1.111106,-0.058811,0.000000,-0.058811,0.0001,-0.067585,-0.048955,nan,nan
(iv) a_x − a_y = 0.03, Δa = −0.015,global (period-level prediction),18,1.111106,-0.058811,-0.070260,0.011449,0.0089,0.004549,0.019903,nan,nan
(iv) a_x − a_y = 0.03, Δa = −0.015,W60,19,0.715833,-0.045181,-0.048219,0.003038,0.1411,-0.000697,0.006316,-0.000224,0.000699
(iv) a_x − a_y = 0.03, Δa = −0.015,global (run-level prediction),19,1.114940,-0.073882,-0.000000,-0.073882,0.0001,-0.081145,-0.067297,nan,nan
(iv) a_x − a_y = 0.03, Δa = −0.015,global (period-level prediction),19,1.114940,-0.073882,-0.075037,0.001156,0.6224,-0.003343,0.004819,nan,nan
(iv) a_x − a_y = 0.03, Δa = −0.015,W60,20,0.714738,-0.045883,-0.053400,0.007517,0.0006,0.004282,0.010797,-0.000226,0.002056
(iv) a_x − a_y = 0.03, Δa = −0.015,global (run-level prediction),20,1.115079,-0.076024,-0.000000,-0.076024,0.0001,-0.083147,-0.070077,nan,nan
(iv) a_x − a_y = 0.03, Δa = −0.015,global (period-level prediction),20,1.115079,-0.076024,-0.081767,0.005743,0.0282,0.001787,0.010145,nan,nan
(iv) a_x − a_y = 0.03, Δa = −0.015,W60,21,0.712820,-0.044562,-0.049378,0.004816,0.0013,0.002603,0.007180,-0.000311,0.001884
(iv) a_x − a_y = 0.03, Δa = −0.015,global (run-level prediction),21,1.115171,-0.070650,0.000000,-0.070650,0.0001,-0.078821,-0.063257,nan,nan
(iv) a_x − a_y = 0.03, Δa = −0.015,global (period-level prediction),21,1.115171,-0.070650,-0.077769,0.007119,0.0153,0.002413,0.011758,nan,nan
(iv) a_x − a_y = 0.03, Δa = −0.015,W60,22,0.717847,-0.050225,-0.054486,0.004261,0.0292,0.000999,0.007312,0.000323,0.001368
(iv) a_x − a_y = 0.03, Δa = −0.015,global (run-level prediction),22,1.120774,-0.071353,-0.000000,-0.071353,0.0001,-0.082795,-0.061032,nan,nan
(iv) a_x − a_y = 0.03, Δa = −0.015,global (period-level prediction),22,1.120774,-0.071353,-0.081830,0.010477,0.0071,0.003739,0.015818,nan,nan
(iv) a_x − a_y = 0.03, Δa = −0.015,W60,23,0.712357,-0.038485,-0.044057,0.005572,0.0067,0.002537,0.009053,0.001728,0.001293
(iv) a_x − a_y = 0.03, Δa = −0.015,global (run-level prediction),23,1.113011,-0.062781,-0.000000,-0.062781,0.0001,-0.070538,-0.055207,nan,nan
(iv) a_x − a_y = 0.03, Δa = −0.015,global (period-level prediction),23,1.113011,-0.062781,-0.071305,0.008524,0.0118,0.003445,0.013547,nan,nan
