# script=01_synergy_timecourse.py variant=ts_gsr regions=115 region_selection=all excluded_regions=20 atoms=rtr,rtx,rty,rts,xtr,xtx,xty,xts,ytr,ytx,yty,yts,str,stx,sty,sts tau=1 redundancy=MMI fit_mode=window window_trs=60 placebo_fit_trs=na seed=20261120 git=e46df8a
subject,condition,window,rtr,rtx,rty,rts,xtr,xtx,xty,xts,ytr,ytx,yty,yts,str,stx,sty,sts
2,PCB,4,0.042403,0.028594,0.031055,0.525409,0.031041,0.563425,-0.031022,-0.491921,0.028603,-0.028576,0.555260,-0.493026,0.525877,-0.492870,-0.493537,1.085906
2,PCB,5,0.056223,0.028827,0.024440,0.571443,0.024442,0.658530,-0.024427,-0.540777,0.028827,-0.028827,0.634705,-0.542652,0.570870,-0.539434,-0.542082,1.170269
2,PCB,6,0.032456,0.024662,0.025128,0.578520,0.025125,0.636442,-0.025125,-0.545477,0.024662,-0.024662,0.609472,-0.547174,0.578417,-0.545587,-0.547079,1.170907
2,PCB,7,0.042512,0.021976,0.023144,0.620852,0.023141,0.682294,-0.023133,-0.595522,0.021984,-0.021971,0.676057,-0.595776,0.621222,-0.595847,-0.596218,1.266728
2,PCB,8,0.042864,0.024011,0.021938,0.613994,0.021938,0.666566,-0.021938,-0.590221,0.024011,-0.024011,0.666451,-0.588272,0.614718,-0.589371,-0.589921,1.252641
2,PCB,9,0.035519,0.025811,0.022648,0.580183,0.022648,0.631078,-0.022648,-0.551347,0.025803,-0.025792,0.637606,-0.550624,0.580327,-0.549690,-0.550981,1.182881
2,PCB,10,0.038374,0.023242,0.024711,0.584446,0.024745,0.644578,-0.024705,-0.556770,0.023224,-0.023211,0.631409,-0.559069,0.585490,-0.557848,-0.559460,1.208815
2,PCB,11,0.032822,0.022166,0.020854,0.579572,0.020859,0.666042,-0.020840,-0.550666,0.022143,-0.022143,0.622796,-0.552405,0.578580,-0.548669,-0.551396,1.179977
2,PCB,12,0.042563,0.026587,0.021149,0.560529,0.021142,0.612368,-0.021142,-0.537346,0.026585,-0.026574,0.626409,-0.535129,0.559721,-0.534577,-0.535550,1.169618
2,PCB,13,0.041428,0.027368,0.029817,0.576255,0.029817,0.624456,-0.029817,-0.542114,0.027374,-0.027362,0.601779,-0.544441,0.576537,-0.544068,-0.543289,1.182024
3,DMT,0,0.032746,0.023586,0.020919,0.593483,0.020918,0.651311,-0.020912,-0.565971,0.023584,-0.023584,0.633375,-0.566457,0.592982,-0.565758,-0.566422,1.206989
3,DMT,1,0.039674,0.025040,0.021007,0.584778,0.021007,0.661385,-0.021007,-0.556130,0.025040,-0.025040,0.653449,-0.556052,0.584646,-0.554951,-0.556812,1.182832
3,DMT,2,0.040846,0.022461,0.024130,0.578626,0.024136,0.662607,-0.024119,-0.550553,0.022461,-0.022461,0.630823,-0.551518,0.578234,-0.549153,-0.550886,1.181437
3,DMT,3,0.033017,0.023368,0.020856,0.681867,0.020854,0.737416,-0.020832,-0.650881,0.023368,-0.023368,0.732486,-0.650053,0.681602,-0.649802,-0.650415,1.366760
3,DMT,4,0.031648,0.023492,0.022738,0.575462,0.022742,0.640240,-0.022737,-0.545252,0.023492,-0.023492,0.630631,-0.545710,0.575902,-0.546202,-0.546634,1.172304
3,DMT,5,0.023126,0.020251,0.020245,0.557602,0.020245,0.624317,-0.020245,-0.528204,0.020251,-0.020251,0.598394,-0.529357,0.556582,-0.527059,-0.528808,1.126336
3,DMT,6,0.034783,0.024400,0.020796,0.566971,0.020796,0.638975,-0.020796,-0.539174,0.024388,-0.024381,0.629170,-0.539470,0.567184,-0.538504,-0.540343,1.150737
3,DMT,7,0.029011,0.021269,0.020567,0.585733,0.020567,0.673023,-0.020567,-0.556926,0.021269,-0.021269,0.618441,-0.559200,0.586188,-0.556852,-0.560146,1.182286
3,DMT,8,0.028989,0.022127,0.019269,0.598086,0.019269,0.672420,-0.019269,-0.570490,0.022127,-0.022127,0.658429,-0.569665,0.596970,-0.568309,-0.569958,1.201870
3,DMT,9,0.032266,0.020868,0.022854,0.587680,0.022854,0.677171,-0.022838,-0.557464,0.020868,-0.020868,0.644221,-0.556520,0.588158,-0.557019,-0.558363,1.180441
3,DMT,10,0.028332,0.021593,0.025523,0.566457,0.025523,0.637128,-0.025523,-0.531604,0.021593,-0.021593,0.610358,-0.534495,0.565679,-0.532033,-0.532183,1.141759
3,DMT,11,0.029510,0.021173,0.020405,0.554062,0.020405,0.614046,-0.020405,-0.527874,0.021173,-0.021173,0.604446,-0.527419,0.552845,-0.525637,-0.526725,1.122118
3,DMT,12,0.035068,0.021144,0.020546,0.575161,0.020546,0.657424,-0.020546,-0.549016,0.021151,-0.021142,0.651859,-0.549697,0.574921,-0.548820,-0.549324,1.169412
3,DMT,13,0.032617,0.021156,0.021439,0.593960,0.021439,0.647739,-0.021439,-0.568124,0.021156,-0.021156,0.649802,-0.566861,0.593234,-0.566719,-0.566539,1.205313
3,PCB,0,0.030780,0.021649,0.025302,0.577759,0.025293,0.614137,-0.025266,-0.548520,0.021652,-0.021649,0.633416,-0.547481,0.576652,-0.548249,-0.546324,1.167570
3,PCB,1,0.025058,0.020583,0.020525,0.590648,0.020525,0.638871,-0.020525,-0.561487,0.020583,-0.020583,0.649959,-0.561318,0.590329,-0.561344,-0.561401,1.185396
3,PCB,2,0.047350,0.022132,0.024085,0.578738,0.024077,0.650133,-0.024058,-0.552682,0.022120,-0.022113,0.642743,-0.554215,0.578156,-0.553770,-0.552611,1.182759
3,PCB,3,0.028529,0.020487,0.019549,0.571563,0.019545,0.628625,-0.019545,-0.545773,0.020487,-0.020487,0.629626,-0.543841,0.571717,-0.545025,-0.544940,1.160576
3,PCB,4,0.031618,0.022170,0.020829,0.577974,0.020829,0.673085,-0.020829,-0.547742,0.022170,-0.022170,0.646404,-0.548926,0.577093,-0.546971,-0.547347,1.164543
3,PCB,5,0.034520,0.020927,0.021269,0.582425,0.021269,0.668649,-0.021269,-0.554141,0.020927,-0.020927,0.646756,-0.555701,0.581341,-0.554474,-0.554679,1.182851
3,PCB,6,0.040089,0.019327,0.019904,0.662473,0.019904,0.753641,-0.019904,-0.637664,0.019327,-0.019327,0.736708,-0.638625,0.662837,-0.638522,-0.638139,1.337720
3,PCB,7,0.052277,0.024912,0.022770,0.664712,0.022770,0.771053,-0.022770,-0.635084,0.024912,-0.024912,0.732160,-0.635278,0.665380,-0.635550,-0.637878,1.345475
3,PCB,8,0.030203,0.019295,0.020664,0.575428,0.020661,0.646402,-0.020661,-0.549198,0.019287,-0.019287,0.631409,-0.550555,0.575457,-0.550510,-0.550414,1.167385
3,PCB,9,0.036044,0.025565,0.026348,0.557576,0.026348,0.632144,-0.026348,-0.521804,0.025548,-0.025544,0.623403,-0.522703,0.557881,-0.522217,-0.522295,1.126217
3,PCB,10,0.043864,0.025816,0.023117,0.644941,0.023108,0.718466,-0.023084,-0.615158,0.025835,-0.025808,0.696832,-0.615392,0.644485,-0.614494,-0.616145,1.304117
3,PCB,11,0.025349,0.020136,0.022305,0.580648,0.022305,0.634294,-0.022305,-0.550297,0.020136,-0.020136,0.624889,-0.552066,0.580775,-0.551491,-0.551114,1.171992
3,PCB,12,0.035288,0.024309,0.021108,0.635207,0.021098,0.682564,-0.021093,-0.605304,0.024310,-0.024309,0.692695,-0.605216,0.636601,-0.606872,-0.605924,1.284960
3,PCB,13,0.031507,0.024548,0.020448,0.621731,0.020448,0.682999,-0.020448,-0.590884,0.024544,-0.024503,0.667351,-0.590987,0.621661,-0.590958,-0.591307,1.256644
4,DMT,0,0.036477,0.023660,0.022139,0.642557,0.022142,0.700895,-0.022139,-0.613174,0.023660,-0.023660,0.676493,-0.613771,0.642111,-0.612422,-0.613859,1.297436
4,DMT,1,0.039170,0.027876,0.027996,0.549217,0.028020,0.611847,-0.027934,-0.513730,0.027855,-0.027825,0.586788,-0.516493,0.549735,-0.514799,-0.516717,1.117532
4,DMT,2,0.030512,0.020340,0.019519,0.585933,0.019520,0.644958,-0.019509,-0.560180,0.020339,-0.020339,0.655610,-0.559458,0.585788,-0.558679,-0.559806,1.189135
4,DMT,3,0.031564,0.025038,0.019863,0.573631,0.019863,0.634098,-0.019863,-0.543584,0.025038,-0.025038,0.636254,-0.543714,0.571871,-0.542499,-0.542155,1.157566
4,DMT,4,0.026017,0.020860,0.021569,0.554299,0.021550,0.606276,-0.021548,-0.526294,0.020860,-0.020860,0.609253,-0.525682,0.555009,-0.525656,-0.526833,1.127249
4,DMT,5,0.020928,0.021146,0.020267,0.490232,0.020265,0.536374,-0.020246,-0.462170,0.021146,-0.021146,0.532332,-0.462494,0.491031,-0.462282,-0.463046,0.998757
4,DMT,6,0.041133,0.036313,0.028513,0.495030,0.028503,0.544323,-0.028422,-0.458614,0.036323,-0.036298,0.527175,-0.458847,0.495882,-0.458161,-0.458790,1.026931
4,DMT,7,0.030660,0.021207,0.023214,0.578473,0.023224,0.637357,-0.023192,-0.549665,0.021207,-0.021207,0.616186,-0.549882,0.578858,-0.549139,-0.550517,1.176532
4,DMT,8,0.027054,0.021162,0.021714,0.521668,0.021709,0.589043,-0.021699,-0.494856,0.021162,-0.021162,0.571155,-0.492639,0.522037,-0.493928,-0.495449,1.067020
4,DMT,9,0.044976,0.027299,0.025188,0.577312,0.025185,0.634007,-0.025175,-0.547129,0.027322,-0.027292,0.633307,-0.546183,0.576879,-0.546450,-0.546759,1.179720
4,DMT,10,0.042929,0.024490,0.021927,0.620616,0.021939,0.682926,-0.021926,-0.593695,0.024489,-0.024489,0.681066,-0.593533,0.620567,-0.593599,-0.594083,1.260177
4,DMT,11,0.033394,0.021724,0.023704,0.571485,0.023731,0.627082,-0.023678,-0.545332,0.021724,-0.021724,0.627770,-0.544369,0.572037,-0.543623,-0.545375,1.171098
4,DMT,12,0.038275,0.024533,0.025916,0.572456,0.025901,0.614748,-0.025901,-0.542500,0.024542,-0.024533,0.638288,-0.541156,0.571543,-0.542367,-0.540443,1.165292
4,DMT,13,0.031286,0.023512,0.021966,0.592550,0.021966,0.675032,-0.021966,-0.560685,0.023491,-0.023488,0.642522,-0.562613,0.592253,-0.559914,-0.563072,1.198531
4,PCB,0,0.035853,0.024494,0.023686,0.560252,0.023683,0.610202,-0.023681,-0.530841,0.024491,-0.024481,0.610561,-0.530834,0.561628,-0.532469,-0.532154,1.157065
4,PCB,1,0.051819,0.028422,0.025900,0.565722,0.025918,0.615847,-0.025890,-0.540114,0.028429,-0.028372,0.627131,-0.539062,0.566158,-0.538880,-0.538270,1.178520
4,PCB,2,0.063783,0.025643,0.026076,0.622312,0.026071,0.712826,-0.026071,-0.596447,0.025644,-0.025643,0.706120,-0.595649,0.621172,-0.594699,-0.595210,1.275744
4,PCB,3,0.052021,0.027269,0.027815,0.578669,0.027805,0.633509,-0.027805,-0.548730,0.027285,-0.027262,0.633424,-0.548502,0.579029,-0.549799,-0.547796,1.189569
4,PCB,4,0.030597,0.030173,0.028781,0.471797,0.028800,0.524611,-0.028762,-0.433934,0.030146,-0.030114,0.510420,-0.436605,0.472241,-0.435831,-0.436221,0.971178
4,PCB,5,0.035910,0.027305,0.029081,0.543462,0.029050,0.578382,-0.028997,-0.510489,0.027295,-0.027291,0.574286,-0.508942,0.544100,-0.510989,-0.511598,1.118949
4,PCB,6,0.040028,0.025721,0.027762,0.558412,0.027758,0.612801,-0.027758,-0.527116,0.025726,-0.025720,0.595667,-0.527763,0.557643,-0.526278,-0.526849,1.146621
4,PCB,7,0.046369,0.027312,0.024911,0.589374,0.024918,0.652399,-0.024909,-0.560798,0.027308,-0.027308,0.643729,-0.560733,0.588713,-0.559530,-0.560449,1.205339
4,PCB,8,0.042342,0.025387,0.025287,0.580299,0.025278,0.673663,-0.025268,-0.548896,0.025362,-0.025341,0.619528,-0.551125,0.580010,-0.548238,-0.552333,1.183615
4,PCB,9,0.046456,0.027316,0.027133,0.545686,0.027123,0.639624,-0.027122,-0.515624,0.027316,-0.027316,0.593981,-0.516836,0.546673,-0.516057,-0.519314,1.133993
4,PCB,10,0.033218,0.021002,0.020877,0.580309,0.020877,0.655560,-0.020877,-0.551259,0.020997,-0.020997,0.660156,-0.552916,0.578914,-0.551644,-0.550356,1.181435
